player_name,age,nationality,club,league,position,market_value,goals,assists,minutes_played,passing_accuracy,tackles,interceptions,dribbles,cluster_id,cluster_label
Dominik Páez,27,Germany,Hoffenheim,Bundesliga,Winger,274.8,9.0,8.0,1987.0,79.1,12.3,7.7,55.1,0,Dynamic Wingers
Ederson Kane,35,Italy,Barcelona,La Liga,Defender,5.0,0.0,0.0,753.0,85.9,15.1,22.8,0.6,4,Defensive Anchors
Mohamed Kane,26,Portugal,Rennes,Ligue 1,Defender,238.1,0.0,3.0,1580.0,79.4,51.8,27.6,33.4,4,Defensive Anchors
Alexander Garnacho,33,Senegal,Stuttgart,Bundesliga,Forward,16.3,22.0,5.0,2848.0,75.0,17.2,11.6,16.1,2,Clinical Finishers
Virgil Vlahović,29,Argentina,Aston Villa,English Premier League,Midfielder,68.1,0.0,1.0,1192.0,87.7,58.3,22.5,11.9,4,Defensive Anchors
Dejan Modrić,31,Egypt,Werder Bremen,Bundesliga,Defender,72.4,0.0,1.0,1878.0,86.7,64.6,50.4,9.2,1,Ball Winners
Alex Koopmeiners,26,Senegal,Bayern Munich,Bundesliga,Midfielder,181.6,1.0,1.0,1451.0,88.4,40.0,51.5,10.4,4,Defensive Anchors
Alexis Rashford,29,Georgia,Reims,Ligue 1,Winger,89.1,12.0,10.0,2215.0,84.4,8.2,15.5,63.8,0,Dynamic Wingers
Rafael Xhaka,21,Algeria,Wolfsburg,Bundesliga,Winger,106.1,3.0,2.0,518.0,79.7,7.9,1.3,10.6,3,Creative Playmakers
Teun Musiala,23,Netherlands,Rennes,Ligue 1,Forward,320.7,17.0,3.0,2502.0,74.8,2.8,5.1,44.5,2,Clinical Finishers
Romelu Kane,18,Ireland,Newcastle,English Premier League,Defender,326.4,2.0,4.0,1482.0,85.4,42.2,29.8,14.5,4,Defensive Anchors
Bruno Bellingham,35,Argentina,Frankfurt,Bundesliga,Forward,11.5,10.0,2.0,1952.0,71.8,11.6,8.7,32.2,3,Creative Playmakers
Christian Osimhen,28,Argentina,Man City,English Premier League,Midfielder,450.7,1.0,3.0,3011.0,90.0,123.7,54.1,16.0,1,Ball Winners
Alexis Vlahović,35,Portugal,Milan,Serie A,Midfielder,25.0,8.0,19.0,3183.0,89.6,53.6,43.7,70.2,0,Dynamic Wingers
Mohamed Saka,25,Italy,PSG,Ligue 1,Forward,481.9,23.0,7.0,2778.0,73.1,23.8,4.3,65.4,2,Clinical Finishers
Jan Rice,22,Morocco,Atletico Madrid,La Liga,Midfielder,751.9,2.0,5.0,2758.0,83.7,119.6,98.8,43.9,1,Ball Winners
Bruno Koopmeiners,25,Uruguay,Villarreal,La Liga,Winger,382.9,8.0,10.0,2419.0,81.3,12.9,13.9,98.2,0,Dynamic Wingers
Nicolò Osimhen,27,Argentina,Lyon,Ligue 1,Winger,236.6,6.0,8.0,2187.0,82.9,14.1,7.5,67.2,0,Dynamic Wingers
Bruno Mac Allister,19,Denmark,West Ham,English Premier League,Forward,119.5,4.0,1.0,726.0,79.8,6.0,3.9,11.9,3,Creative Playmakers
Jack Eriksen,18,Switzerland,Brighton,English Premier League,Winger,479.1,14.0,5.0,2300.0,83.2,28.8,7.6,104.7,0,Dynamic Wingers
Rasmus Rice,36,Scotland,Torino,Serie A,Midfielder,29.6,4.0,16.0,2850.0,92.5,46.6,27.3,76.1,0,Dynamic Wingers
Harry Müller,33,Denmark,Werder Bremen,Bundesliga,Midfielder,135.3,3.0,3.0,3283.0,85.7,143.9,112.6,25.5,1,Ball Winners
Kevin Casemiro,19,Morocco,Man United,English Premier League,Forward,326.7,19.0,2.0,3075.0,71.7,21.7,1.7,41.3,2,Clinical Finishers
Marcus Kane,24,Netherlands,Lille,Ligue 1,Midfielder,118.2,1.0,1.0,783.0,82.5,21.1,17.1,12.0,4,Defensive Anchors
Khvicha Oblak,22,Morocco,Juventus,Serie A,Winger,146.1,5.0,4.0,895.0,84.8,11.2,4.0,32.0,4,Defensive Anchors
Paulo Kimmich,27,Ivory Coast,Sevilla,La Liga,Forward,91.7,3.0,1.0,409.0,82.3,2.5,0.5,6.6,3,Creative Playmakers
Bernardo Barella,34,Spain,Villarreal,La Liga,Midfielder,21.1,2.0,3.0,2314.0,88.6,104.6,52.0,32.6,1,Ball Winners
Bukayo Foden,20,Croatia,Man United,English Premier League,Defender,92.3,0.0,0.0,464.0,90.1,16.1,12.6,0.3,4,Defensive Anchors
Alisson Vlahović,31,France,Marseille,Ligue 1,Defender,47.6,1.0,1.0,3175.0,87.8,97.8,89.8,6.7,1,Ball Winners
Gianluigi Oblak,20,Denmark,Wolfsburg,Bundesliga,Forward,131.9,6.0,1.0,851.0,80.6,4.3,0.8,9.8,3,Creative Playmakers
Bernardo Hernández,28,England,Inter,Serie A,Winger,166.8,5.0,3.0,916.0,74.8,11.8,3.4,28.9,3,Creative Playmakers
Bruno Kulusevski,24,Belgium,Aston Villa,English Premier League,Winger,522.6,13.0,8.0,2838.0,78.6,35.5,6.8,77.8,0,Dynamic Wingers
Darwin Kane,27,Croatia,Girona,La Liga,Winger,284.2,11.0,7.0,1748.0,76.1,18.3,5.5,59.2,2,Clinical Finishers
Hakan Mbappé,27,Portugal,Real Betis,La Liga,Midfielder,114.1,2.0,2.0,618.0,87.9,8.5,6.2,8.0,4,Defensive Anchors
Pedri Casemiro,23,Georgia,Torino,Serie A,Forward,75.8,7.0,2.0,880.0,76.8,2.7,0.5,7.8,3,Creative Playmakers
Jack Moraes,36,Poland,Lyon,Ligue 1,Winger,25.4,16.0,15.0,3315.0,78.5,11.7,19.5,88.7,0,Dynamic Wingers
Nicolò Min-son,27,Portugal,Brighton,English Premier League,Winger,514.0,9.0,5.0,2218.0,82.2,32.2,10.6,59.7,0,Dynamic Wingers
Eduardo Griezmann,34,Argentina,West Ham,English Premier League,Winger,30.5,8.0,12.0,2659.0,83.0,10.5,21.9,55.3,0,Dynamic Wingers
Granit Maddison,19,Brazil,Milan,Serie A,Midfielder,337.5,4.0,5.0,1737.0,92.6,27.1,24.8,47.9,4,Defensive Anchors
Son Salah,27,Portugal,Man United,English Premier League,Defender,311.5,0.0,3.0,1002.0,80.8,21.5,25.6,14.1,4,Defensive Anchors
Jamal Fernandes,35,Senegal,Roma,Serie A,Winger,24.9,5.0,4.0,844.0,83.2,8.0,4.7,20.1,3,Creative Playmakers
Thibaut González,28,Algeria,Aston Villa,English Premier League,Winger,103.6,2.0,2.0,655.0,74.3,3.9,2.4,25.6,3,Creative Playmakers
Leroy Leão,22,Croatia,Athletic Club,La Liga,Winger,579.0,15.0,14.0,2902.0,78.9,38.3,5.0,129.6,0,Dynamic Wingers
Aurélien Júnior,30,Ireland,Lille,Ligue 1,Winger,69.8,9.0,7.0,2425.0,76.5,17.5,19.9,53.5,0,Dynamic Wingers
Thomas Bellingham,27,Ireland,Man United,English Premier League,Defender,530.2,0.0,0.0,2861.0,87.1,80.7,101.4,7.1,1,Ball Winners
Bruno Saka,29,Switzerland,Man City,English Premier League,Winger,89.3,14.0,14.0,2682.0,75.3,29.7,15.7,62.1,0,Dynamic Wingers
Florian Kulusevski,36,Wales,Hoffenheim,Bundesliga,Defender,17.6,1.0,1.0,2810.0,90.8,94.4,78.2,12.1,1,Ball Winners
Virgil Haaland,19,Japan,PSG,Ligue 1,Forward,155.8,11.0,2.0,1231.0,82.7,6.3,1.4,24.6,3,Creative Playmakers
Jack Jota,34,South Korea,West Ham,English Premier League,Midfielder,66.1,5.0,5.0,2188.0,85.5,42.7,24.7,44.1,4,Defensive Anchors
Thomas Silva,26,Netherlands,Brest,Ligue 1,Midfielder,120.4,3.0,6.0,1361.0,84.7,13.1,19.4,39.7,4,Defensive Anchors
Pedri Saka,29,Georgia,Newcastle,English Premier League,Defender,67.1,1.0,1.0,1131.0,80.4,36.3,22.0,27.6,4,Defensive Anchors
Mohamed Mac Allister,31,Brazil,Lazio,Serie A,Winger,37.7,4.0,5.0,1043.0,81.2,12.5,1.8,26.9,3,Creative Playmakers
Paulo ter Stegen,32,Poland,Aston Villa,English Premier League,Defender,35.8,1.0,2.0,649.0,84.2,17.5,9.5,12.5,4,Defensive Anchors
Rafael Becker,34,Poland,Roma,Serie A,Defender,17.4,1.0,3.0,1257.0,83.8,29.2,24.1,25.1,4,Defensive Anchors
Ederson Mbappé,29,Germany,Leverkusen,Bundesliga,Winger,131.6,8.0,11.0,2961.0,79.0,44.6,14.2,102.6,0,Dynamic Wingers
Casemiro ter Stegen,18,South Korea,Nice,Ligue 1,Winger,113.4,6.0,4.0,1322.0,81.3,17.6,9.6,53.3,3,Creative Playmakers
Dušan Osimhen,25,Norway,Lens,Ligue 1,Winger,572.7,19.0,10.0,3340.0,80.1,12.7,21.7,95.6,0,Dynamic Wingers
Rafael Modrić,19,Brazil,Inter,Serie A,Winger,282.4,3.0,3.0,1292.0,85.0,9.5,9.1,53.6,4,Defensive Anchors
Hakan Dias,33,Japan,PSG,Ligue 1,Midfielder,8.3,2.0,4.0,1411.0,84.5,28.8,31.1,17.6,4,Defensive Anchors
Alexander Lukaku,32,Argentina,Atletico Madrid,La Liga,Midfielder,63.8,4.0,7.0,1631.0,89.2,28.8,22.3,32.5,4,Defensive Anchors
Robert Maddison,36,Ireland,Milan,Serie A,Midfielder,82.6,6.0,12.0,2987.0,88.0,33.0,44.7,60.7,0,Dynamic Wingers
Romelu Rice,35,Ivory Coast,Villarreal,La Liga,Midfielder,43.6,3.0,4.0,1498.0,89.8,26.1,7.9,33.3,4,Defensive Anchors
Diogo Dias,25,Italy,Real Madrid,La Liga,Forward,536.0,14.0,2.0,2877.0,80.1,16.8,11.7,61.5,2,Clinical Finishers
Mohamed Osimhen,30,Uruguay,Athletic Club,La Liga,Forward,35.3,24.0,2.0,3189.0,79.6,5.9,11.2,60.0,2,Clinical Finishers
Dominik Alexander-Arnold,31,South Korea,Lazio,Serie A,Defender,21.0,1.0,0.0,1354.0,84.55,51.0,28.2,2.1,4,Defensive Anchors
Robert Grealish,29,Croatia,Brighton,English Premier League,Winger,36.5,3.0,4.0,1324.0,74.8,7.8,4.4,43.0,3,Creative Playmakers
Mohamed Musiala,25,Brazil,Hoffenheim,Bundesliga,Midfielder,93.9,1.0,1.0,759.0,81.9,13.3,11.7,10.9,4,Defensive Anchors
Eduardo De Bruyne,35,Portugal,Real Betis,La Liga,Midfielder,18.8,2.0,1.0,2411.0,87.2,86.1,47.5,28.1,1,Ball Winners
Reece Jota,27,Morocco,Athletic Club,La Liga,Defender,74.8,0.0,0.0,625.0,87.9,24.9,21.3,1.0,4,Defensive Anchors
Virgil Lukaku,26,Brazil,Wolfsburg,Bundesliga,Midfielder,227.8,3.0,6.0,1505.0,88.3,23.5,13.3,42.6,4,Defensive Anchors
Christian Moraes,25,Uruguay,PSG,Ligue 1,Forward,264.0,11.0,4.0,1652.0,76.7,13.0,4.2,39.5,3,Creative Playmakers
Ederson Courtois,23,Senegal,Leipzig,Bundesliga,Winger,326.2,6.0,5.0,1874.0,83.1,12.8,15.7,86.0,0,Dynamic Wingers
Romelu Rashford,20,Ivory Coast,Leverkusen,Bundesliga,Midfielder,210.0,5.0,7.0,2222.0,90.1,16.4,33.8,63.5,0,Dynamic Wingers
Virgil Grimaldo,27,Switzerland,Aston Villa,English Premier League,Defender,354.4,0.0,1.0,3164.0,86.2,69.2,93.8,16.3,1,Ball Winners
Harry Moraes,32,Ivory Coast,Marseille,Ligue 1,Forward,59.7,16.0,4.0,1920.0,76.3,13.5,6.0,36.2,2,Clinical Finishers
Virgil Xhaka,33,Ireland,Newcastle,English Premier League,Midfielder,86.4,10.0,7.0,3075.0,84.0,50.2,36.0,53.7,0,Dynamic Wingers
Erling Frimpong,20,Argentina,Sevilla,La Liga,Defender,318.8,2.0,3.0,2206.0,82.5,50.2,33.3,32.6,4,Defensive Anchors
Declan Xhaka,34,Norway,Athletic Club,La Liga,Forward,20.4,7.0,1.0,823.0,70.9,1.0,3.9,12.7,3,Creative Playmakers
Declan Isak,36,France,Lazio,Serie A,Defender,18.4,1.0,0.0,2442.0,85.7,79.1,79.2,7.5,1,Ball Winners
Virgil Foden,34,Spain,Freiburg,Bundesliga,Defender,57.6,1.0,0.0,1917.0,83.7,55.3,46.3,4.4,4,Defensive Anchors
Kevin Sané,29,Ivory Coast,Newcastle,English Premier League,Defender,181.1,3.0,1.0,2919.0,87.5,72.8,85.5,11.3,1,Ball Winners
Marcus Casemiro,22,Egypt,Real Madrid,La Liga,Midfielder,257.9,3.0,6.0,1586.0,87.6,25.8,24.4,46.5,4,Defensive Anchors
Erling Guimarães,20,Algeria,Rennes,Ligue 1,Defender,174.4,0.0,5.0,1856.0,81.8,42.5,37.9,25.2,4,Defensive Anchors
Vinicius Bellingham,23,Croatia,Lazio,Serie A,Defender,93.8,0.0,2.0,490.0,81.7,14.8,9.3,8.6,4,Defensive Anchors
Jude Grealish,22,Senegal,Atalanta,Serie A,Forward,166.9,9.0,2.0,984.0,79.1,5.8,4.8,9.6,3,Creative Playmakers
Thibaut Donnarumma,26,Netherlands,Athletic Club,La Liga,Defender,152.7,0.0,0.0,1073.0,87.7,26.1,45.0,3.7,4,Defensive Anchors
Joshua Júnior,32,Croatia,Napoli,Serie A,Winger,31.4,8.0,6.0,2208.0,74.9,20.0,11.4,93.7,0,Dynamic Wingers
Marc-André Dias,30,Croatia,Lyon,Ligue 1,Midfielder,30.3,1.0,1.0,1483.0,85.8,56.8,54.1,11.1,4,Defensive Anchors
Luka De Bruyne,34,Morocco,Marseille,Ligue 1,Defender,21.0,0.0,0.0,955.0,83.4,32.3,32.1,1.6,4,Defensive Anchors
Jeremie Valverde,34,Netherlands,Milan,Serie A,Forward,11.6,16.0,4.0,2802.0,78.8,17.5,2.5,36.5,2,Clinical Finishers
Kevin Grimaldo,30,France,Atalanta,Serie A,Defender,57.0,1.0,1.0,1191.0,85.0,44.9,48.4,6.1,4,Defensive Anchors
Khvicha Modrić,35,England,Marseille,Ligue 1,Defender,14.4,0.0,2.0,570.0,81.9,18.7,11.1,8.4,4,Defensive Anchors
Luka Dias,25,Algeria,Tottenham,English Premier League,Winger,360.3,5.0,8.0,1635.0,80.2,22.0,11.1,63.1,0,Dynamic Wingers
Jude Lukaku,23,Egypt,Aston Villa,English Premier League,Winger,522.9,11.0,8.0,2303.0,82.6,35.8,7.0,74.3,0,Dynamic Wingers
Gavi Kulusevski,22,Georgia,Freiburg,Bundesliga,Winger,256.0,8.0,7.0,2728.0,78.6,34.3,22.2,60.7,0,Dynamic Wingers
Thomas Tchouaméni,31,Egypt,Bayern Munich,Bundesliga,Winger,39.4,8.0,13.0,2546.0,84.4,18.0,9.1,69.9,0,Dynamic Wingers
Alexis Alexander-Arnold,34,Denmark,Atletico Madrid,La Liga,Forward,8.4,4.0,0.0,586.0,80.2,2.0,0.4,9.8,3,Creative Playmakers
Kylian Moraes,32,Brazil,Leverkusen,Bundesliga,Midfielder,23.2,1.0,4.0,652.0,92.4,3.7,6.5,11.6,4,Defensive Anchors
Trent Saliba,27,Netherlands,Lille,Ligue 1,Defender,172.0,1.0,0.0,1804.0,89.2,56.0,41.6,2.9,4,Defensive Anchors
Rafael Lewandowski,23,Belgium,Girona,La Liga,Defender,191.5,0.0,1.0,1183.0,80.5,35.7,18.3,22.3,4,Defensive Anchors
Phil Barella,26,Netherlands,Juventus,Serie A,Winger,508.2,17.0,15.0,3029.0,75.6,30.3,7.4,64.2,0,Dynamic Wingers
Pedri Becker,21,Japan,Bayern Munich,Bundesliga,Forward,254.0,14.0,4.0,2233.0,71.5,5.4,5.2,44.5,2,Clinical Finishers
Jack Lukaku,19,Ivory Coast,Wolfsburg,Bundesliga,Winger,522.6,9.0,11.0,2641.0,83.4,15.3,22.2,101.4,0,Dynamic Wingers
Kevin Camavinga,32,Switzerland,Leverkusen,Bundesliga,Forward,9.3,9.0,4.0,1771.0,80.2,12.9,6.3,27.0,3,Creative Playmakers
Casemiro Hernández,20,Germany,Inter,Serie A,Winger,137.2,2.0,2.0,1055.0,78.2,5.4,9.6,34.2,3,Creative Playmakers
Joshua Kulusevski,22,Wales,Lens,Ligue 1,Forward,45.2,7.0,1.0,867.0,83.0,2.2,3.1,11.6,3,Creative Playmakers
Marcus Maddison,24,Cameroon,Real Madrid,La Liga,Midfielder,303.1,6.0,7.0,2437.0,83.2,68.5,51.1,28.0,1,Ball Winners
Luka Saliba,19,Algeria,Frankfurt,Bundesliga,Defender,378.9,2.0,5.0,1877.0,84.1,66.6,41.9,25.7,1,Ball Winners
Leroy Casemiro,30,Ivory Coast,Roma,Serie A,Defender,49.6,1.0,7.0,3108.0,77.4,93.1,84.7,68.1,1,Ball Winners
Ruben Frimpong,34,Spain,Bayern Munich,Bundesliga,Forward,21.4,23.0,5.0,2556.0,73.7,8.8,12.8,14.9,2,Clinical Finishers
Alexis Oblak,25,Uruguay,Bologna,Serie A,Midfielder,285.2,4.0,11.0,2068.0,87.5,27.6,34.2,32.3,0,Dynamic Wingers
Jeremie Wirtz,32,Wales,Atalanta,Serie A,Winger,115.7,18.0,12.0,2975.0,82.9,21.8,11.5,91.4,0,Dynamic Wingers
Rafael Silva,18,Egypt,Stuttgart,Bundesliga,Forward,171.9,9.0,3.0,1898.0,73.3,14.0,5.1,46.2,3,Creative Playmakers
Virgil Maignan,32,Scotland,Lens,Ligue 1,Midfielder,101.7,2.0,2.0,2658.0,84.7,78.8,87.6,32.0,1,Ball Winners
Dominik Rice,27,Ivory Coast,Atalanta,Serie A,Winger,144.3,3.0,3.0,826.0,80.6,9.3,2.3,38.0,3,Creative Playmakers
Dejan Ødegaard,28,Netherlands,Lille,Ligue 1,Forward,205.6,16.0,3.0,2293.0,81.8,6.8,4.9,15.2,2,Clinical Finishers
Darwin De Bruyne,28,Croatia,Girona,La Liga,Forward,253.6,13.0,5.0,2876.0,82.6,11.6,2.5,34.4,2,Clinical Finishers
Khvicha James,20,Poland,Hoffenheim,Bundesliga,Forward,120.3,5.0,3.0,1346.0,78.0,6.3,3.4,19.1,3,Creative Playmakers
Thomas Rashford,24,Poland,Monaco,Ligue 1,Winger,184.8,9.0,6.0,2410.0,78.3,12.8,16.8,61.6,0,Dynamic Wingers
Mohamed ter Stegen,20,Brazil,Lyon,Ligue 1,Midfielder,309.1,2.0,3.0,2739.0,87.3,71.7,55.6,41.2,1,Ball Winners
Paulo De Bruyne,22,Croatia,Real Betis,La Liga,Forward,314.7,13.0,5.0,2989.0,78.2,22.6,13.4,32.2,2,Clinical Finishers
Alisson Saka,23,Italy,Roma,Serie A,Winger,562.8,19.0,6.0,3054.0,83.8,15.7,22.4,111.4,0,Dynamic Wingers
Rafael Vlahović,28,South Korea,Monaco,Ligue 1,Defender,222.9,0.0,0.0,1910.0,84.7,55.7,69.1,9.7,1,Ball Winners
Declan Eriksen,35,Belgium,Arsenal,English Premier League,Forward,100.9,17.0,6.0,2407.0,78.2,17.4,8.5,32.2,2,Clinical Finishers
Victor Silva,34,Spain,Girona,La Liga,Defender,17.4,2.0,1.0,3174.0,85.0,105.8,62.6,8.8,1,Ball Winners
Rafael Çalhanoğlu,23,Italy,Brest,Ligue 1,Midfielder,164.1,2.0,3.0,1303.0,80.1,20.8,26.5,22.1,4,Defensive Anchors
Ruben Müller,34,England,Leverkusen,Bundesliga,Winger,83.5,9.0,7.0,1914.0,79.0,28.3,16.8,78.9,0,Dynamic Wingers
Nicolò Páez,28,Portugal,Rennes,Ligue 1,Winger,175.2,4.0,5.0,1564.0,81.4,8.5,3.2,45.1,3,Creative Playmakers
Christian Min-son,19,Poland,Torino,Serie A,Defender,186.0,3.0,3.0,1941.0,81.4,40.4,25.4,35.9,4,Defensive Anchors
Alex Kulusevski,29,Georgia,Monaco,Ligue 1,Midfielder,59.4,6.0,7.0,2184.0,81.9,63.7,54.5,27.0,1,Ball Winners
Gavi Díaz,36,Switzerland,Freiburg,Bundesliga,Defender,17.8,2.0,7.0,2283.0,84.2,75.8,30.2,44.9,1,Ball Winners
Leroy Mac Allister,33,Cameroon,Napoli,Serie A,Defender,49.2,1.0,0.0,1862.0,84.1,52.5,49.2,3.9,4,Defensive Anchors
Vinicius Núñez,24,Ireland,Milan,Serie A,Defender,232.0,1.0,4.0,1726.0,77.4,52.1,30.6,35.3,4,Defensive Anchors
Harry Grimaldo,30,Croatia,Leipzig,Bundesliga,Winger,65.6,8.0,14.0,3076.0,76.0,22.2,14.4,136.0,0,Dynamic Wingers
William Guimarães,25,Egypt,Brest,Ligue 1,Forward,137.8,14.0,3.0,1954.0,75.3,10.1,9.8,18.1,2,Clinical Finishers
Trent Griezmann,36,Morocco,Fiorentina,Serie A,Forward,5.0,5.0,1.0,880.0,73.2,3.1,2.9,14.7,3,Creative Playmakers
Paulo Rashford,35,Cameroon,Werder Bremen,Bundesliga,Midfielder,61.2,7.0,4.0,2462.0,82.3,48.5,41.0,43.2,1,Ball Winners
Luka Mbappé,30,Belgium,Valencia,La Liga,Forward,32.0,7.0,3.0,1518.0,74.2,2.4,1.9,8.5,3,Creative Playmakers
Nicolò van Dijk,29,England,Villarreal,La Liga,Forward,66.2,19.0,6.0,2755.0,82.1,16.4,12.6,19.7,2,Clinical Finishers
Rasmus Dybala,35,Sweden,Freiburg,Bundesliga,Forward,8.9,7.0,2.0,892.0,77.5,2.4,2.7,10.2,3,Creative Playmakers
Gianluigi Højlund,36,Wales,Juventus,Serie A,Winger,18.7,10.0,9.0,1790.0,83.1,23.4,7.2,72.3,0,Dynamic Wingers
Martin Kvaratskhelia,36,Croatia,Chelsea,English Premier League,Defender,73.7,0.0,5.0,2114.0,81.4,58.1,58.5,47.4,1,Ball Winners
Bukayo Valverde,35,Ireland,Rennes,Ligue 1,Midfielder,16.8,2.0,2.0,2272.0,83.1,69.4,33.8,33.7,1,Ball Winners
Vinicius Mac Allister,24,South Korea,Napoli,Serie A,Midfielder,404.2,2.0,1.0,2211.0,88.3,92.9,68.5,14.8,1,Ball Winners
Martin Martínez,18,Ivory Coast,Freiburg,Bundesliga,Forward,216.2,13.0,3.0,1546.0,72.5,10.4,5.0,26.2,3,Creative Playmakers
Mohamed Kulusevski,20,Sweden,PSG,Ligue 1,Defender,149.5,0.0,3.0,1447.0,85.0,26.9,40.9,28.1,4,Defensive Anchors
Dejan ter Stegen,34,Uruguay,Arsenal,English Premier League,Winger,13.3,2.0,2.0,478.0,79.7,4.2,3.8,16.0,3,Creative Playmakers
Harry Mac Allister,19,Croatia,Rennes,Ligue 1,Defender,55.9,0.0,0.0,739.0,91.1,27.4,25.3,0.9,4,Defensive Anchors
Kevin Wirtz,19,South Korea,Man United,English Premier League,Forward,303.4,15.0,2.0,2772.0,74.9,15.4,8.2,60.5,2,Clinical Finishers
Gianluigi González,19,Ireland,Lens,Ligue 1,Midfielder,276.4,7.0,19.0,3325.0,87.9,20.1,35.6,60.1,0,Dynamic Wingers
Victor Szoboszlai,21,Cameroon,Real Betis,La Liga,Winger,795.9,11.0,14.0,3321.0,74.9,29.4,23.3,127.2,0,Dynamic Wingers
Luka Páez,36,South Korea,Barcelona,La Liga,Winger,26.8,12.0,7.0,2258.0,80.2,15.2,16.5,98.5,0,Dynamic Wingers
Rafael Júnior,31,Spain,Torino,Serie A,Midfielder,23.3,1.0,5.0,3138.0,86.3,95.5,68.3,20.2,1,Ball Winners
Thibaut Núñez,20,South Korea,Lens,Ligue 1,Midfielder,266.7,6.0,11.0,2573.0,91.6,23.1,33.7,79.7,0,Dynamic Wingers
Luis González,20,Senegal,Fiorentina,Serie A,Defender,172.8,1.0,0.0,1905.0,90.8,42.6,41.9,5.6,4,Defensive Anchors
Marc-André Mac Allister,25,Algeria,Leverkusen,Bundesliga,Defender,132.3,1.0,3.0,985.0,85.0,21.0,16.7,13.2,4,Defensive Anchors
Kylian Rashford,35,Japan,Tottenham,English Premier League,Defender,25.8,2.0,6.0,2261.0,78.4,62.2,30.9,33.4,1,Ball Winners
Eduardo Ødegaard,32,Italy,Torino,Serie A,Forward,24.8,5.0,1.0,947.0,82.3,2.1,4.1,7.2,3,Creative Playmakers
Rafael Camavinga,20,Georgia,Lazio,Serie A,Forward,154.1,6.0,2.0,945.0,79.7,7.1,3.8,21.7,3,Creative Playmakers
Phil Saka,24,Germany,Barcelona,La Liga,Winger,572.4,9.0,6.0,2163.0,78.7,32.8,13.9,75.8,0,Dynamic Wingers
Romelu Dias,34,Nigeria,Milan,Serie A,Winger,11.7,2.0,2.0,529.0,78.5,3.1,2.5,11.6,3,Creative Playmakers
Aurélien Maddison,28,Scotland,Newcastle,English Premier League,Defender,140.8,1.0,1.0,765.0,84.6,19.0,12.5,16.5,4,Defensive Anchors
Alisson Júnior,35,Ireland,Lyon,Ligue 1,Winger,9.6,4.0,3.0,1312.0,84.1,9.6,5.7,52.8,3,Creative Playmakers
Bruno Martínez,32,Cameroon,Marseille,Ligue 1,Midfielder,109.7,2.0,3.0,3305.0,90.7,112.7,89.2,26.5,1,Ball Winners
Dušan Isak,20,Argentina,Man United,English Premier League,Winger,316.7,9.0,7.0,1731.0,77.7,17.3,3.4,69.0,0,Dynamic Wingers
Trent Becker,25,Japan,Frankfurt,Bundesliga,Defender,68.8,1.0,1.0,547.0,78.0,15.5,11.1,5.1,3,Creative Playmakers
Christian Camavinga,28,France,Leverkusen,Bundesliga,Defender,115.9,1.0,3.0,1129.0,83.1,46.35,23.4,17.6,4,Defensive Anchors
Gavi Maddison,19,Sweden,Stuttgart,Bundesliga,Midfielder,247.4,1.0,2.0,1935.0,87.8,46.5,68.9,9.5,1,Ball Winners
Bernardo Maddison,36,Portugal,Leipzig,Bundesliga,Midfielder,42.9,8.0,4.0,2804.0,83.4,50.8,64.2,48.3,1,Ball Winners
Reece Camavinga,25,Scotland,Chelsea,English Premier League,Defender,460.2,2.0,4.0,2041.0,79.4,61.5,31.5,21.1,4,Defensive Anchors
Reece James,20,South Korea,Inter,Serie A,Defender,139.3,0.0,4.0,1270.0,83.4,42.9,27.9,13.7,4,Defensive Anchors
Bukayo Kane,36,Argentina,West Ham,English Premier League,Winger,34.9,10.0,7.0,2967.0,82.0,39.4,10.5,120.6,0,Dynamic Wingers
Alexis Júnior,29,Switzerland,Hoffenheim,Bundesliga,Midfielder,9.9,1.0,3.0,534.0,84.3,5.8,4.6,15.8,4,Defensive Anchors
Leroy Valverde,36,Germany,Lyon,Ligue 1,Winger,12.9,8.0,9.0,2504.0,78.7,10.6,6.1,106.0,0,Dynamic Wingers
Phil Kimmich,27,Algeria,Man United,English Premier League,Winger,505.0,6.0,12.0,2504.0,75.3,9.7,12.1,106.4,0,Dynamic Wingers
Hakan Silva,35,Japan,Villarreal,La Liga,Defender,17.5,1.0,4.0,1965.0,85.9,65.3,42.5,33.3,1,Ball Winners
Joshua Griezmann,35,England,Torino,Serie A,Midfielder,8.0,0.0,1.0,1674.0,85.8,42.3,34.0,17.8,4,Defensive Anchors
Rafael Salah,25,Ivory Coast,Valencia,La Liga,Midfielder,632.1,9.0,7.0,3345.0,86.3,88.2,37.8,50.2,1,Ball Winners
Gavi Kane,26,Georgia,Nice,Ligue 1,Midfielder,291.7,3.0,12.0,3292.0,85.8,54.5,45.2,81.1,0,Dynamic Wingers
Alejandro Jota,21,Argentina,Wolfsburg,Bundesliga,Forward,119.7,8.0,1.0,820.0,73.3,3.7,3.9,7.7,3,Creative Playmakers
Christian Dybala,27,Morocco,Wolfsburg,Bundesliga,Forward,97.9,6.0,0.0,655.0,77.0,5.4,1.6,13.9,3,Creative Playmakers
Alisson Kimmich,23,Belgium,PSG,Ligue 1,Midfielder,133.1,4.0,5.0,1623.0,91.2,23.2,8.5,30.6,4,Defensive Anchors
